workerid	byWords	condition	item	response	sentence	slide_number
5	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	28
5	[]	filler	filler	73	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	29
5	[]	0	1	73	The story that no detergent caused damage to the delicate clothing has ever been debunked.	30
5	[]	filler	filler	69	No blogger's hunch that a main character from the hit show would die next season was given much consideration by the show's producers.	31
5	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	32
5	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	33
5	[]	0	11	73	The presumption that no medic rescued the victim has never caused outrage.	35
5	[]	filler	filler	69	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	37
5	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	38
5	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	39
5	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	41
5	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	42
5	[]	0	18	73	The fact that no ambassadors consulted the diplomats has ever been acknowledged.	43
5	[]	filler	filler	69	The exhibits that no tourist visited during summer vacation were advertised very poorly.	44
5	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	45
5	[]	2	4	73	No disclosure that the actors were hurt in the dangerous stunt has ever been proven to be bogus.	46
5	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	47
5	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	48
5	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	49
5	[]	2	15	69	No assumption that the teacher punished the students for cheating has ever been proven true	50
5	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	51
5	[]	2	0	69	No report that the politician was trusted by the rural communities has ever caused concern.	52
5	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	53
5	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	54
5	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	55
5	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	56
5	[]	2	3	69	No declaration that the critics recommended the best-selling novel has ever been proven.	57
5	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	58
5	[]	0	5	73	The confirmation that no comments caused any bitterness toward the media has ever been substantiated.	59
5	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	60
5	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	61
6	[]	filler	filler	69	This is a simple sentence to get you started.	5
6	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
6	[]	filler	filler	69	The next sentence will start the experiment.	7
6	[]	filler	filler	73	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	8
6	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	9
6	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	10
6	[]	2	11	69	No presumption that the coach drafted the player has ever made him nervous.	11
6	[]	filler	filler	69	The secret documents that no spy could find were hidden in an underground vault.	12
6	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	13
6	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	14
6	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	15
6	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	16
6	[]	filler	filler	73	The books that the elementary school board approved for class were ever banned from reading lists nationwide.	17
6	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	19
6	[]	2	5	None	No confirmation that the actors were hurt in the dangerous stunt has ever been proven to be bogus.	20
6	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	21
6	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	23
6	[]	2	13	69	No realization that the politician was trusted by the rural communities has ever caused concern.	24
6	[]	filler	filler	69	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	25
6	[]	2	18	69	No fact that the librarians helped the students has ever made the rounds.	26
6	[]	filler	filler	69	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	27
6	[]	filler	filler	73	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	28
6	[]	2	8	69	No allegation that the student succeeded in the math class has ever been taken seriously by the principal.	29
6	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	30
6	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	31
6	[]	0	12	73	The assurance that no detergent caused damage to the delicate clothing has ever been debunked.	32
6	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	33
6	[]	0	10	73	The revelation that no teacher sparked any inspiration in the students has ever concerned the parents.	35
6	[]	filler	filler	73	The soccer players that could won the tournament were very upset with their coach.	36
6	[]	2	15	73	No assumption that the medic rescued the victim has never caused outrage.	37
6	[]	filler	filler	69	The pilot's estimation that there would be no turbulence during the flight was communicated to her passengers.	38
6	[]	2	3	73	No declaration that the professors wanted any negativity in a class debate has ever been claimed.	39
6	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	40
6	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	41
6	[]	0	4	73	The disclosure that no nurse showed patience in the operating room has ever been known outside the hospital.	42
6	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	43
6	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	44
6	[]	2	1	73	No story that the employee was kind to the rude customers has ever been reported to the manager.	45
6	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	47
6	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	48
6	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	49
6	[]	0	0	73	The report that no accountant saw a rise in the quarterly profits has ever been claimed.	50
6	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	51
6	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	52
6	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	53
6	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	54
6	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	55
6	[]	2	16	73	No inkling that the critics recommended the best-selling novel has ever been proven.	57
6	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	58
6	[]	0	17	73	The belief that no lawyers received criticism for a bad trial has ever been disputed. 	59
6	[]	filler	filler	None	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	60
6	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	62
6	[]	0	14	73	The assertion that no customers expressed any optimism for a full refund has ever been reported in the newspaper.	63
6	[]	filler	filler	73	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	64
6	[]	0	2	73	The admission that no suspect was nervous in the court room has ever been reported.	65
6	[]	filler	filler	73	The exhibits that no tourist visited during summer vacation were advertised very poorly.	66
6	[]	filler	filler	69	No blogger's hunch that a main character from the hit show would die next season was given much consideration by the show's producers.	67
6	[]	0	19	73	The undefined that no comments caused any bitterness toward the media has ever been substantiated.	68
6	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	69
6	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	70
6	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	71
6	[]	filler	filler	73	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	72
6	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	73
6	[]	2	7	69	No news that the ambassadors consulted the diplomats has ever been acknowledged.	74
6	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	75
6	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	76
6	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	77
7	[]	filler	filler	69	This is a simple sentence to get you started.	5
7	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
7	[]	filler	filler	69	The next sentence will start the experiment.	7
7	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	9
7	[]	2	2	69	No admission that the suspect was nervous in the court room has ever been reported.	10
7	[]	filler	filler	73	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	11
7	[]	2	10	69	No revelation that the medic rescued the victim has never caused outrage.	12
7	[]	filler	filler	69	The exhibits that no tourist visited during summer vacation were advertised very poorly.	13
7	[]	0	5	69	The confirmation that no politician was trusted by the rural communities has ever caused concern.	14
7	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	18
7	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	19
7	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	21
7	[]	0	6	69	The remark that no ambassadors consulted the diplomats has ever been acknowledged.	22
7	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	23
7	[]	filler	filler	69	The soccer players that could won the tournament were very upset with their coach.	25
7	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	30
7	[]	0	19	69	The undefined that no comments caused any bitterness toward the media has ever been substantiated.	31
7	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	32
7	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	34
7	[]	2	8	69	No allegation that the actors were hurt in the dangerous stunt has ever been proven to be bogus.	35
7	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	36
7	[]	2	7	69	No news that the student succeeded in the math class has ever been taken seriously by the principal.	37
7	[]	filler	filler	69	No blogger's hunch that a main character from the hit show would die next season was given much consideration by the show's producers.	38
7	[]	filler	filler	69	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	39
7	[]	filler	filler	69	The pilot's estimation that there would be no turbulence during the flight was communicated to her passengers.	40
7	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	41
7	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	42
7	[]	filler	filler	69	The secret documents that no spy could find were hidden in an underground vault.	43
7	[]	0	9	69	The information that no employee was kind to the rude customers has ever been reported to the manager.	44
7	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	46
7	[]	0	16	69	The inkling that no critics recommended the best-selling novel has ever been proven.	47
7	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	48
7	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	49
7	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	50
7	[]	0	0	69	The report that no customers expressed any optimism for a full refund has ever been reported in the newspaper.	51
7	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	52
7	[]	2	13	69	No realization that the professors wanted any negativity in a class debate has ever been claimed.	53
7	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	54
7	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	55
7	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	56
7	[]	2	14	69	No assertion that the detergent caused damage to the delicate clothing has ever been debunked.	57
7	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	58
7	[]	0	12	69	The assurance that no coach drafted the player has ever made him nervous.	59
7	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	60
7	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	61
7	[]	filler	filler	73	The boat that have took all of the international tourists out for the fishing expedition have new life jackets aboard.	63
7	[]	0	15	69	The assumption that no lawyers received criticism for a bad trial has ever been disputed. 	64
7	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	65
7	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	66
7	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	67
7	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	68
7	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	69
7	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	70
7	[]	2	1	69	No story that the diplomats supported the war has ever turned out to be false.	71
7	[]	filler	filler	69	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	72
7	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	73
7	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	74
7	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	75
7	[]	0	3	69	The declaration that no teacher punished the students for cheating has ever been proven true	76
7	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	77
8	[]	filler	filler	None	This is a simple sentence to get you started.	5
8	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
8	[]	filler	filler	69	The next sentence will start the experiment.	7
8	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	9
8	[]	2	6	69	No remark that the nurse showed patience in the operating room has ever been known outside the hospital.	10
8	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	12
8	[]	filler	filler	69	The soccer players that could won the tournament were very upset with their coach.	15
8	[]	2	1	69	No story that the customers expressed any optimism for a full refund has ever been reported in the newspaper.	16
8	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	17
8	[]	filler	filler	69	The companies that needs young business often advertise in the magazines that many men enjoys reading.	18
8	[]	2	10	69	No revelation that the diplomats supported the war has ever turned out to be false.	19
8	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	20
8	[]	filler	filler	69	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	21
8	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	22
8	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	23
8	[]	filler	filler	69	The students that has good grades often feel that they should had get into a good school.	25
8	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	27
8	[]	filler	filler	69	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	28
8	[]	filler	filler	73	The exhibits that no tourist visited during summer vacation were advertised very poorly.	29
8	[]	0	4	73	The disclosure that no coach drafted the player has ever made him nervous.	30
8	[]	filler	filler	69	Most computers that the senior citizens are capable of using correctly have uses outdated technology.	31
8	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	33
8	[]	0	0	73	The report that no medic rescued the victim has never caused outrage.	34
8	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	35
8	[]	filler	filler	73	The lectures that no students wanted to attend were often taught by very boring professors.	36
8	[]	2	5	69	No confirmation that the student succeeded in the math class has ever been taken seriously by the principal.	37
8	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	38
8	[]	0	7	69	The news that no suspect was nervous in the court room has ever been reported.	39
8	[]	filler	filler	69	The statistician's conclusion that no fish stocks in the U.S. would be overfished until 2012 was welcome in the small port town.	40
8	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	41
8	[]	filler	filler	69	The secret documents that no spy could find were hidden in an underground vault.	44
8	[]	filler	filler	73	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	45
8	[]	filler	filler	69	The papers that the students wants to write for the introductory course have no errors at all.	46
8	[]	0	14	69	The assertion that no critics recommended the best-selling novel has ever been proven.	47
8	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	48
8	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	49
8	[]	filler	filler	73	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	50
8	[]	filler	filler	69	The books that the elementary school board approved for class were ever banned from reading lists nationwide.	51
8	[]	2	18	69	No fact that the lawyers received criticism for a bad trial has ever been disputed. 	52
8	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	53
8	[]	2	17	69	No belief that the librarians helped the students has ever made the rounds.	54
8	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	55
8	[]	0	11	73	The presumption that no politician was trusted by the rural communities has ever caused concern.	56
8	[]	0	13	73	The realization that no employee was kind to the rude customers has ever been reported to the manager.	58
8	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	59
8	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	60
8	[]	0	2	69	The admission that no detergent caused damage to the delicate clothing has ever been debunked.	61
8	[]	filler	filler	73	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	63
8	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	64
8	[]	filler	filler	73	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	65
8	[]	filler	filler	69	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	66
8	[]	0	16	69	The inkling that no accountant saw a rise in the quarterly profits has ever been claimed.	67
8	[]	filler	filler	73	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	68
8	[]	2	15	69	No assumption that the teacher punished the students for cheating has ever been proven true	69
8	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	70
8	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	71
9	[]	filler	filler	69	This is a simple sentence to get you started.	5
9	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
9	[]	filler	filler	69	The next sentence will start the experiment.	7
9	[]	filler	filler	69	The programmer's opinion that no software would sell without attractive packaging was taken seriously by the retailers.	8
9	[]	2	0	73	No report that the employee was kind to the rude customers has ever been reported to the manager.	9
9	[]	filler	filler	69	The items that no family member needed were sold at the neighborhood yard sale.	10
9	[]	filler	filler	69	The secret documents that no spy could find were hidden in an underground vault.	11
9	[]	filler	filler	69	The senator's opinion that no farm subsidies could stimulate the economy was strongly disputed in the debate.	13
9	[]	filler	filler	69	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	14
9	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	15
9	[]	0	3	73	The declaration that no politician was trusted by the rural communities has ever caused concern.	16
9	[]	0	9	73	The information that no diplomats supported the war has ever turned out to be false.	19
9	[]	filler	filler	69	The sailor's judgment that no ship would reach land before the storm was mentioned in the log that she kept daily.	20
9	[]	filler	filler	73	The programmer that work for the largest computer server corporation have could many experience in customer service	21
9	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	22
9	[]	2	2	69	No admission that the suspect was nervous in the court room has ever been reported.	23
9	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	24
9	[]	filler	filler	69	The psychologist's opinion that no individual could succeed without a college education was mentioned in the university brochure.	26
9	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	27
9	[]	filler	filler	69	The exhibits that no tourist visited during summer vacation were advertised very poorly.	29
9	[]	0	12	73	The assurance that no accountant saw a rise in the quarterly profits has ever been claimed.	30
9	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	33
9	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	34
9	[]	0	1	73	The story that no detergent caused damage to the delicate clothing has ever been debunked.	36
9	[]	filler	filler	69	The professor's speculation that no practical counter-examples would turn up in the article was justified.	37
9	[]	filler	filler	73	The rainforests that were the subject of much debate has been unders federal protection.	38
9	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	39
9	[]	filler	filler	73	The students that has good grades often feel that they should had get into a good school.	40
9	[]	0	6	73	The remark that no student succeeded in the math class has ever been taken seriously by the principal.	41
9	[]	filler	filler	73	The actors that plays in recent major films are paid millions of dollars for his talent.	42
9	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	43
9	[]	filler	filler	73	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	44
9	[]	filler	filler	73	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	45
9	[]	2	17	69	No belief that the customers expressed any optimism for a full refund has ever been reported in the newspaper.	46
9	[]	filler	filler	69	The secretary's intuition that no emails would reach the employees during the system upgrade was revealed in his weekly meeting with the boss.	47
9	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	49
9	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	51
9	[]	filler	filler	69	No environmentalist's conjecture that the local wildlife would be affected by the oil spill was discussed with the Coast Guard.	52
9	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	53
9	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	54
9	[]	2	18	73	No fact that the ambassadors consulted the diplomats has ever been acknowledged.	55
9	[]	0	5	73	The confirmation that no comments caused any bitterness toward the media has ever been substantiated.	57
9	[]	filler	filler	69	The apartments that no family wanted to inhabit are rumored to be haunted by a mean ghost.	59
9	[]	2	7	69	No news that the teacher punished the students for cheating has ever been proven true	60
9	[]	filler	filler	69	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	61
9	[]	filler	filler	73	The papers that the students wants to write for the introductory course have no errors at all.	62
9	[]	0	16	73	The inkling that no librarians helped the students has ever made the rounds.	63
9	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	64
9	[]	filler	filler	69	The computer files that no employee could access were corrupted beyond recovery and had to be deleted.	65
9	[]	2	8	73	No allegation that the teacher sparked any inspiration in the students has ever concerned the parents.	66
9	[]	filler	filler	73	Most poets that are considered to be extremely famous has written  poems about current events. 	67
9	[]	0	11	73	The presumption that no coach drafted the player has ever made him nervous.	68
9	[]	filler	filler	69	No geologist's premonition that evacuations would be necessary to avoid the volcano's lava flow was relayed to the island town.	69
9	[]	2	14	69	No assertion that the nurse showed patience in the operating room has ever been known outside the hospital.	70
9	[]	filler	filler	69	The firefighter's hunch that no nearby buildings would be safe from the massive fire was communicated to her chief.	72
9	[]	2	4	69	No disclosure that the medic rescued the victim has never caused outrage.	73
9	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	74
9	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	75
9	[]	filler	filler	69	No analyst's projection that an increased lending rate would stimulate the economy was communicated to the financial executives.	76
9	[]	filler	filler	69	The electrician's estimation that no building on the block would need to be rewired was made clear to her boss.	77
10	[]	filler	filler	69	This is a simple sentence to get you started.	5
10	[]	filler	filler	69	Remember to keep your fingers on the e and i keys and provide an answer quickly.	6
10	[]	filler	filler	73	The horses that no jockey wanted to ride were sold to nearby farms and rented out to trainers.	8
10	[]	2	12	73	No assurance that the teacher sparked any inspiration in the students has ever concerned the parents.	10
10	[]	filler	filler	69	The pilot's estimation that there would be no turbulence during the flight was communicated to her passengers.	11
10	[]	filler	filler	69	The flowers that no customer wanted to buy were donated to the nearby funeral home.	12
10	[]	filler	filler	73	The mayor's argument that no local residents would experience noise from the airport was discussed in a city council meeting.	13
10	[]	2	8	73	No allegation that the librarians helped the students has ever made the rounds.	16
10	[]	filler	filler	73	The books that the elementary school board approved for class were ever banned from reading lists nationwide.	17
10	[]	0	6	73	The remark that no coach drafted the player has ever made him nervous.	18
10	[]	filler	filler	69	The secret documents that no spy could find were hidden in an underground vault.	19
10	[]	filler	filler	69	The minivans that no families wanted to purchase were redesigned to be more affordable and attractive.	21
10	[]	filler	filler	73	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	22
10	[]	0	0	73	The report that no medic rescued the victim has never caused outrage.	25
10	[]	2	7	69	No news that the diplomats supported the war has ever turned out to be false.	27
10	[]	filler	filler	69	No farmer's admission that food additives are necessary to preserve freshness was confirmed by the Food Safety Administration.	28
10	[]	0	4	73	The disclosure that no actors were hurt in the dangerous stunt has ever been proven to be bogus.	30
10	[]	filler	filler	69	The rocky roads that no regular sedan could handle were quite easy to drive on in a large truck.	31
10	[]	filler	filler	69	The beautician's statement that no other salon in town would give a better deal was quite reassuring for his clients.	32
10	[]	filler	filler	73	The flight attendant that were aboard the intercontinental flight had no time to sleep before landing.	33
10	[]	0	9	73	The information that no politician was trusted by the rural communities has ever caused concern.	34
10	[]	filler	filler	73	Most parks that the forest rangers have patrolled vigilantly during the summer has had forest fires.	35
10	[]	2	14	73	No assertion that the teacher punished the students for cheating has ever been proven true	36
10	[]	filler	filler	69	No conservationist's admission that an energy shortage would be caused by the new drilling technique was questioned by the committee.	37
10	[]	filler	filler	69	The astronomer's contention that no telescope would have enough power to capture the distant galaxy was debated at the national space conference.	38
10	[]	filler	filler	69	The secretary's unsettlingly premonition that no raises would be given this year was mentioned to his coworkers during the lunch break.	39
10	[]	filler	filler	69	The nuclear physicists that were hired to work on the reactor are allowed to knows details about the plant's projects	40
10	[]	2	16	73	No inkling that the critics recommended the best-selling novel has ever been proven.	41
10	[]	filler	filler	69	The nurse's hunch that no abnormalities would be found in the brain scan was debated by his supervisor.	42
10	[]	filler	filler	69	No blogger's hunch that a main character from the hit show would die next season was given much consideration by the show's producers.	43
10	[]	filler	filler	69	The accountant's speculation that no tax cuts would be made in the near future was quite troubling for many small businesses.	44
10	[]	filler	filler	69	The courses that no college student wanted to attend were often taught by inexperienced teaching assistants.	45
10	[]	filler	filler	73	The companies that needs young business often advertise in the magazines that many men enjoys reading.	46
10	[]	filler	filler	69	The lectures that no students wanted to attend were often taught by very boring professors.	48
10	[]	filler	filler	73	The soccer players that could won the tournament were very upset with their coach.	49
10	[]	2	5	73	No confirmation that the employee was kind to the rude customers has ever been reported to the manager.	50
10	[]	filler	filler	69	No historian's conjecture that a consensus would emerge on how to ration food fairly was supported by historical data.	51
